Super_parent,Equipment,grand_parent,Parent,Parent_qty,Parent_unit,child,child_quantity,child_Unit,child_description
1225119Z15008SXC10,TBM  PCR  STAGE1,GT 1905 XPC1,CAR 1905 XPC1,1.0,NOS,IL078,1160.0,MM,Inner Liner
1225119Z15008SXC10,TBM  PCR  STAGE1,GT 1905 XPC1,CAR 1905 XPC1,1.0,NOS,PBP76,1168.0,MM,Ply
1225119Z15008SXC10,TBM  PCR  STAGE1,GT 1905 XPC1,CAR 1905 XPC1,1.0,NOS,PBP80,1378.0,MM,Ply
1225119Z15008SXC10,TBM  PCR  STAGE1,GT 1905 XPC1,CAR 1905 XPC1,1.0,NOS,BRTTL SLT,680.0,MM,SLITTED MATERIAL
1225119Z15008SXC10,TBM  PCR  STAGE1,GT 1905 XPC1,CAR 1905 XPC1,1.0,NOS,SWRS107,1380.0,MM,SideWall
1225119Z15008SXC10,TBM  PCR  STAGE1,GT 1905 XPC1,CAR 1905 XPC1,1.0,NOS,BA15004,2.0,NOS,Bead Apex
1225119Z15008SXC10,Calendering,CAR 1905 XPC1,IL078,1160.0,MM,IL5,0.92336,KG,FINAL COMPOUND
1225119Z15008SXC10,Calendering,CAR 1905 XPC1,IL078,1160.0,MM,B458,0.3596,KG,FINAL COMPOUND
1225119Z15008SXC10,Calendering,CAR 1905 XPC1,IL078,1160.0,MM,MONOCHAF80,1160.0,MM,SLITTED MATERIAL
1225119Z15008SXC10,Final Mixing,IL078,IL5,0.92336,KG,ML605,0.900458,KG,MASTER COMPOUND
1225119Z15008SXC10,Final Mixing,IL078,IL5,0.92336,KG,IL5FC,0.022902,KG,SMALL CHEMICAL
1225119Z15008SXC10,Mixing,IL5,ML605,0.900458,KG,000000001010002000,0.047711,KG,Natural rubber
1225119Z15008SXC10,Mixing,IL5,ML605,0.900458,KG,000000001011925200,0.429403,KG,Synethic rubber
1225119Z15008SXC10,Mixing,IL5,ML605,0.900458,KG,1020N66000,0.200388,KG,Carbon black
1225119Z15008SXC10,Mixing,IL5,ML605,0.900458,KG,1053755A00,0.028627,KG,Process oil
1225119Z15008SXC10,Mixing,IL5,ML605,0.900458,KG,000000001053045500,0.023856,KG,Process oil
1225119Z15008SXC10,Mixing,IL5,ML605,0.900458,KG,000000001055083100,0.143134,KG,Zince oxide
1225119Z15008SXC10,Mixing,IL5,ML605,0.900458,KG,ML605MC,0.027339,KG,SMALL CHEMICAL
1225119Z15008SXC10,Mixing,ML605,ML605MC,0.027339,KG,000000001050027200,0.001097,KG,Rubber chemicals
1225119Z15008SXC10,Mixing,ML605,ML605MC,0.027339,KG,1053825A00,0.011928,KG,Rubber chemicals
1225119Z15008SXC10,Mixing,ML605,ML605MC,0.027339,KG,000000001053077500,0.004771,KG,Rubber chemicals
1225119Z15008SXC10,Final Mixing,IL078,B458,0.3596,KG,MB440,0.34898,KG,MASTER COMPOUND
1225119Z15008SXC10,Final Mixing,IL078,B458,0.3596,KG,B458FC,0.01062,KG,SMALL CHEMICAL
1225119Z15008SXC10,Mixing,B458,MB440,0.34898,KG,MB45,0.314082,KG,MASTER COMPOUND
1225119Z15008SXC10,Mixing,B458,MB440,0.34898,KG,1020N66000,0.030039,KG,Carbon black
1225119Z15008SXC10,Mixing,B458,MB440,0.34898,KG,MB440MC,0.004859,KG,SMALL CHEMICAL
1225119Z15008SXC10,Mixing,MB440,MB45,0.314082,KG,1060T50M00,0.060966,KG,Synethic rubber
1225119Z15008SXC10,Mixing,MB440,MB45,0.314082,KG,1010010A00,0.044756,KG,Synethic rubber
1225119Z15008SXC10,Mixing,MB440,MB45,0.314082,KG,000000001011037600,0.01762,KG,Synethic rubber
1225119Z15008SXC10,Mixing,MB440,MB45,0.314082,KG,1020N66000,0.084578,KG,Carbon black
1225119Z15008SXC10,Mixing,MB440,MB45,0.314082,KG,1053755A00,0.020263,KG,Process oil
1225119Z15008SXC10,Mixing,MB440,MB45,0.314082,KG,MB45MC,0.013215,KG,SMALL CHEMICAL
1225119Z15008SXC10,Mixing,MB45,MB45MC,0.013215,KG,000000001053077500,0.002643,KG,Rubber chemicals
1225119Z15008SXC10,Mixing,MB45,MB45MC,0.013215,KG,000000001053035200,0.001762,KG,Rubber chemicals
1225119Z15008SXC10,Mixing,MB440,MB440MC,0.004859,KG,000000001054042600,0.002209,KG,Rubber chemicals
1225119Z15008SXC10,Mixing,MB440,MB440MC,0.004859,KG,000000001053031200,0.00265,KG,Rubber chemicals
1225119Z15008SXC10,Final Mixing,B458,B458FC,0.01062,KG,000000001051032700,0.001237,KG,Rubber chemicals
1225119Z15008SXC10,Final Mixing,B458,B458FC,0.01062,KG,000000001054130400,0.003534,KG,Rubber chemicals
1225119Z15008SXC10,Slitting,IL078,MONOCHAF80,1160.0,MM,BI-MONO001,1160.0,MM,PRE CUT ROLL MATERIAL
1225119Z15008SXC10,Slitting,IL078,MONOCHAF80,1160.0,MM,BI-MONO002,1160.0,MM,PRE CUT ROLL MATERIAL
1225119Z15008SXC10,Cutting,MONOCHAF80,BI-MONO001,1160.0,MM,MONOCHAFER,1160.0,MM,CALANDARED ROLL
1225119Z15008SXC10,Calendering,BI-MONO001,MONOCHAFER,1160.0,MM,000000001035422500,0.039421,KG,Nylon fabric
1225119Z15008SXC10,Calendering,BI-MONO001,MONOCHAFER,1160.0,MM,S36,0.491536,KG,FINAL COMPOUND
1225119Z15008SXC10,Final Mixing,MONOCHAFER,S36,0.491536,KG,MS1036,0.480698,KG,MASTER COMPOUND
1225119Z15008SXC10,Final Mixing,MONOCHAFER,S36,0.491536,KG,S36FC,0.010838,KG,SMALL CHEMICAL
1225119Z15008SXC10,Mixing,S36,MS1036,0.480698,KG,1060T50M00,0.047155,KG,Synethic rubber
1225119Z15008SXC10,Mixing,S36,MS1036,0.480698,KG,1053755A00,0.025736,KG,Process oil
1225119Z15008SXC10,Mixing,S36,MS1036,0.480698,KG,MS1036MC,0.023163,KG,SMALL CHEMICAL
1225119Z15008SXC10,Mixing,MS1036,MS1036MC,0.023163,KG,000000001053077500,0.00286,KG,Rubber chemicals
1225119Z15008SXC10,Mixing,MS1036,MS1036MC,0.023163,KG,000000001052072700,0.00143,KG,Rubber chemicals
1225119Z15008SXC10,Cutting,MONOCHAF80,BI-MONO002,1160.0,MM,MONOCHAFER,1160.0,MM,CALANDARED ROLL
1225119Z15008SXC10,Cutting,CAR 1905 XPC1,PBP76,1168.0,MM,HIRAD,1.939751,M,CALANDARED ROLL
1225119Z15008SXC10,Calendering,PBP76,HIRAD,1.939751,M,103125EW00,0.275181,KG,Nylon fabric
1225119Z15008SXC10,Calendering,PBP76,HIRAD,1.939751,M,B458,0.663331,KG,FINAL COMPOUND
1225119Z15008SXC10,Cutting,CAR 1905 XPC1,PBP80,1378.0,MM,HIRAD,1.939751,M,CALANDARED ROLL
1225119Z15008SXC10,Slitting,CAR 1905 XPC1,BRTTL SLT,680.0,MM,BCFT002,680.0,MM,PRE CUT ROLL MATERIAL
1225119Z15008SXC10,Cutting,BRTTL SLT,BCFT002,680.0,MM,BRTTL,680.0,MM,CALANDARED ROLL
1225119Z15008SXC10,Calendering,BCFT002,BRTTL,680.0,MM,000000001031233800,0.080995,KG,Nylon fabric
1225119Z15008SXC10,Calendering,BCFT002,BRTTL,680.0,MM,B333,0.279827,KG,FINAL COMPOUND
1225119Z15008SXC10,Final Mixing,BRTTL,B333,0.279827,KG,B333ARS,0.268794,KG,MASTER COMPOUND
1225119Z15008SXC10,Final Mixing,BRTTL,B333,0.279827,KG,B333FC,0.011032,KG,SMALL CHEMICAL
1225119Z15008SXC10,Mixing,B333,B333ARS,0.268794,KG,MB331,0.266968,KG,MASTER COMPOUND
1225119Z15008SXC10,Mixing,B333,B333ARS,0.268794,KG,B333ARSMC,0.001827,KG,SMALL CHEMICAL
1225119Z15008SXC10,Mixing,B333ARS,MB331,0.266968,KG,MB33,0.193175,KG,MASTER COMPOUND
1225119Z15008SXC10,Mixing,B333ARS,MB331,0.266968,KG,000000001011037600,0.029225,KG,Synethic rubber
1225119Z15008SXC10,Mixing,B333ARS,MB331,0.266968,KG,1020N32600,0.034339,KG,Carbon black
1225119Z15008SXC10,Mixing,B333ARS,MB331,0.266968,KG,000000001053075500,0.004384,KG,Process oil
1225119Z15008SXC10,Mixing,B333ARS,MB331,0.266968,KG,MB331MC,0.005845,KG,SMALL CHEMICAL
1225119Z15008SXC10,Mixing,MB331,MB33,0.193175,KG,000000001010002000,0.116899,KG,Natural rubber
1225119Z15008SXC10,Mixing,MB331,MB33,0.193175,KG,1020N32600,0.050413,KG,Carbon black
1225119Z15008SXC10,Mixing,MB331,MB33,0.193175,KG,000000001055000700,0.010959,KG,Rubber chemicals
1225119Z15008SXC10,Mixing,MB331,MB33,0.193175,KG,1053755A00,0.005845,KG,Process oil
1225119Z15008SXC10,Mixing,MB331,MB33,0.193175,KG,MB33MC,0.00906,KG,SMALL CHEMICAL
1225119Z15008SXC10,Mixing,MB331,MB331MC,0.005845,KG,000000001052072700,0.001461,KG,Rubber chemicals
1225119Z15008SXC10,Mixing,B333ARS,B333ARSMC,0.001827,KG,000000001054042600,0.001827,KG,Rubber chemicals
1225119Z15008SXC10,Final Mixing,B333,B333FC,0.011032,KG,000000001051020000,0.0019,KG,Rubber chemicals
1225119Z15008SXC10,Final Mixing,B333,B333FC,0.011032,KG,000000001051032700,0.000438,KG,Rubber chemicals
1225119Z15008SXC10,Final Mixing,B333,B333FC,0.011032,KG,000000001054130400,0.002776,KG,Rubber chemicals
1225119Z15008SXC10,Extrusion,CAR 1905 XPC1,SWRS107,1380.0,MM,JT444,1.43382,KG,FINAL COMPOUND
1225119Z15008SXC10,Extrusion,CAR 1905 XPC1,SWRS107,1380.0,MM,R158,0.2898,KG,FINAL COMPOUND
1225119Z15008SXC10,Extrusion,CAR 1905 XPC1,SWRS107,1380.0,MM,B278,0.4071,KG,FINAL COMPOUND
1225119Z15008SXC10,Final Mixing,SWRS107,JT444,1.43382,KG,MT3704,1.412907,KG,MASTER COMPOUND
1225119Z15008SXC10,Final Mixing,SWRS107,JT444,1.43382,KG,JT444FC,0.020913,KG,SMALL CHEMICAL
1225119Z15008SXC10,Final Mixing,SWRS107,JT444,1.43382,KG,000000WA,,KG,Work Away
1225119Z15008SXC10,Mixing,JT444,MT3704,1.412907,KG,1010010A00,0.11506,KG,Synethic rubber
1225119Z15008SXC10,Mixing,JT444,MT3704,1.412907,KG,1060T50M00,0.273656,KG,Synethic rubber
1225119Z15008SXC10,Mixing,JT444,MT3704,1.412907,KG,000000001011037600,0.388717,KG,Synethic rubber
1225119Z15008SXC10,Mixing,JT444,MT3704,1.412907,KG,1020N55000,0.424323,KG,Carbon black
1225119Z15008SXC10,Mixing,JT444,MT3704,1.412907,KG,000000001012099800,0.01687,KG,Natural rubber
1225119Z15008SXC10,Mixing,JT444,MT3704,1.412907,KG,1053755A00,0.050533,KG,Process oil
1225119Z15008SXC10,Mixing,JT444,MT3704,1.412907,KG,MT3704AMC,0.113972,KG,SMALL CHEMICAL
1225119Z15008SXC10,Mixing,JT444,MT3704,1.412907,KG,MT3704BMC,0.029776,KG,SMALL CHEMICAL
1225119Z15008SXC10,Mixing,MT3704,MT3704AMC,0.113972,KG,000000001052072700,0.02721,KG,Rubber chemicals
1225119Z15008SXC10,Mixing,MT3704,MT3704AMC,0.113972,KG,000000001053056600,0.031097,KG,Rubber chemicals
1225119Z15008SXC10,Mixing,MT3704,MT3704AMC,0.113972,KG,000000001053751600,0.011661,KG,Rubber chemicals
1225119Z15008SXC10,Mixing,MT3704,MT3704BMC,0.029776,KG,000000001053751600,0.015549,KG,Rubber chemicals
1225119Z15008SXC10,Mixing,MT3704,MT3704BMC,0.029776,KG,000000001012099800,0.006453,KG,Natural rubber
1225119Z15008SXC10,Mixing,MT3704,MT3704BMC,0.029776,KG,000000001052062600,0.003887,KG,Rubber chemicals
1225119Z15008SXC10,Final Mixing,JT444,JT444FC,0.020913,KG,000000001051020000,0.00311,KG,Rubber chemicals
1225119Z15008SXC10,Final Mixing,SWRS107,R158,0.2898,KG,MR157,0.280601,KG,MASTER COMPOUND
1225119Z15008SXC10,Final Mixing,SWRS107,R158,0.2898,KG,R158FC,0.009199,KG,SMALL CHEMICAL
1225119Z15008SXC10,Mixing,R158,MR157,0.280601,KG,MR156,0.244735,KG,MASTER COMPOUND
1225119Z15008SXC10,Mixing,R158,MR157,0.280601,KG,1020N33900,0.023911,KG,Carbon black
1225119Z15008SXC10,Mixing,R158,MR157,0.280601,KG,MR157MC,0.011955,KG,SMALL CHEMICAL
1225119Z15008SXC10,Mixing,MR157,MR156,0.244735,KG,1010020A00,0.056261,KG,Natural rubber
1225119Z15008SXC10,Mixing,MR157,MR156,0.244735,KG,000000001011037600,0.084391,KG,Synethic rubber
1225119Z15008SXC10,Mixing,MR157,MR156,0.244735,KG,1020N33900,0.077359,KG,Carbon black
1225119Z15008SXC10,Mixing,MR157,MR156,0.244735,KG,1053755A00,0.011252,KG,Process oil
1225119Z15008SXC10,Mixing,MR157,MR156,0.244735,KG,MR156AMC,0.00422,KG,SMALL CHEMICAL
1225119Z15008SXC10,Mixing,MR157,MR156,0.244735,KG,MR156BMC,0.011252,KG,SMALL CHEMICAL
1225119Z15008SXC10,Mixing,MR156,MR156AMC,0.00422,KG,000000001053005400,0.00211,KG,Rubber chemicals
1225119Z15008SXC10,Mixing,MR156,MR156AMC,0.00422,KG,1053P40000,0.00211,KG,Rubber chemicals
1225119Z15008SXC10,Mixing,MR156,MR156BMC,0.011252,KG,000000001053077500,0.00422,KG,Rubber chemicals
1225119Z15008SXC10,Mixing,MR157,MR157MC,0.011955,KG,000000001053035200,0.00211,KG,Rubber chemicals
1225119Z15008SXC10,Mixing,MR157,MR157MC,0.011955,KG,000000001052062600,0.001828,KG,Rubber chemicals
1225119Z15008SXC10,Mixing,MR157,MR157MC,0.011955,KG,000000001052072700,0.002391,KG,Rubber chemicals
1225119Z15008SXC10,Mixing,MR157,MR157MC,0.011955,KG,000000001053031200,0.002813,KG,Rubber chemicals
1225119Z15008SXC10,Final Mixing,R158,R158FC,0.009199,KG,000000001051020000,0.002532,KG,Rubber chemicals
1225119Z15008SXC10,Final Mixing,SWRS107,B278,0.4071,KG,XMB932,0.385821,KG,MASTER COMPOUND
1225119Z15008SXC10,Final Mixing,SWRS107,B278,0.4071,KG,B278FC,0.021279,KG,SMALL CHEMICAL
1225119Z15008SXC10,Mixing,B278,XMB932,0.385821,KG,XMB416,0.385821,KG,MASTER COMPOUND
1225119Z15008SXC10,Mixing,XMB932,XMB416,0.385821,KG,MB208,0.364651,KG,MASTER COMPOUND
1225119Z15008SXC10,Mixing,XMB932,XMB416,0.385821,KG,XMB416MC,0.02117,KG,SMALL CHEMICAL
1225119Z15008SXC10,Mixing,XMB416,MB208,0.364651,KG,MB104,0.309564,KG,MASTER COMPOUND
1225119Z15008SXC10,Mixing,XMB416,MB208,0.364651,KG,1020N32600,0.036724,KG,Carbon black
1225119Z15008SXC10,Mixing,XMB416,MB208,0.364651,KG,000000001055000700,0.015122,KG,Rubber chemicals
1225119Z15008SXC10,Mixing,XMB416,MB208,0.364651,KG,MB208MC,0.00324,KG,SMALL CHEMICAL
1225119Z15008SXC10,Mixing,MB208,MB104,0.309564,KG,1010010A00,0.216025,KG,Synethic rubber
1225119Z15008SXC10,Mixing,MB208,MB104,0.309564,KG,1020N32600,0.075609,KG,Carbon black
1225119Z15008SXC10,Mixing,MB208,MB104,0.309564,KG,MB104MC,0.01793,KG,SMALL CHEMICAL
1225119Z15008SXC10,Mixing,MB208,MB208MC,0.00324,KG,000000001053077500,0.00324,KG,Rubber chemicals
1225119Z15008SXC10,Mixing,XMB416,XMB416MC,0.02117,KG,000000001053056600,0.00216,KG,Rubber chemicals
1225119Z15008SXC10,Mixing,XMB416,XMB416MC,0.02117,KG,000000001055000700,0.006481,KG,Rubber chemicals
1225119Z15008SXC10,Mixing,XMB416,XMB416MC,0.02117,KG,000000001054110400,0.004321,KG,Rubber chemicals
1225119Z15008SXC10,Mixing,XMB416,XMB416MC,0.02117,KG,000000001054042600,0.002808,KG,Rubber chemicals
1225119Z15008SXC10,Mixing,XMB416,XMB416MC,0.02117,KG,000000001052072700,0.00324,KG,Rubber chemicals
1225119Z15008SXC10,Final Mixing,B278,B278FC,0.021279,KG,000000001051020000,0.003176,KG,Rubber chemicals
1225119Z15008SXC10,Final Mixing,B278,B278FC,0.021279,KG,000000001054130400,0.004321,KG,Rubber chemicals
1225119Z15008SXC10,Bead,CAR 1905 XPC1,BA15004,1.0,NOS,BW15005,1.0,NOS,Bead Bundle
1225119Z15008SXC10,Bead,CAR 1905 XPC1,BA15004,1.0,NOS,AP 0012,0.2,KG,Apex
1225119Z15008SXC10,Bead,CAR 1905 XPC1,BA15004,1.0,NOS,HS106,0.0,KG,FINAL COMPOUND
1225119Z15008SXC10,Bead,BA15004,BW15005,1.0,NOS,1040S12400,0.31,KG,Bead wire
1225119Z15008SXC10,Bead,BA15004,BW15005,1.0,NOS,S53,0.062,KG,FINAL COMPOUND
1225119Z15008SXC10,Final Mixing,BW15005,S53,0.062,KG,MS1066,0.061783,KG,MASTER COMPOUND
1225119Z15008SXC10,Final Mixing,BW15005,S53,0.062,KG,S53FC,0.000217,KG,SMALL CHEMICAL
1225119Z15008SXC10,Final Mixing,S53,MS1066,0.061783,KG,MS66,0.060929,KG,MASTER COMPOUND
1225119Z15008SXC10,Final Mixing,S53,MS1066,0.061783,KG,MS1066FC,0.000854,KG,SMALL CHEMICAL
1225119Z15008SXC10,Mixing,MS1066,MS66,0.060929,KG,MS65,0.044293,KG,MASTER COMPOUND
1225119Z15008SXC10,Mixing,MS1066,MS66,0.060929,KG,1020N66000,0.013743,KG,Carbon black
1225119Z15008SXC10,Mixing,MS1066,MS66,0.060929,KG,1053755A00,0.001447,KG,Process oil
1225119Z15008SXC10,Mixing,MS1066,MS66,0.060929,KG,MS66MC,0.001447,KG,SMALL CHEMICAL
1225119Z15008SXC10,Mixing,MS66,MS65,0.044293,KG,1053755A00,0.001567,KG,Process oil
1225119Z15008SXC10,Mixing,MS66,MS65,0.044293,KG,MS65MC,0.001555,KG,SMALL CHEMICAL
1225119Z15008SXC10,Mixing,MS65,MS65MC,0.001555,KG,000000001052072700,0.000241,KG,Rubber chemicals
1225119Z15008SXC10,Mixing,MS65,MS65MC,0.001555,KG,000000001053077500,0.00035,KG,Rubber chemicals
1225119Z15008SXC10,Mixing,MS66,MS66MC,0.001447,KG,000000001055055200,0.001447,KG,Rubber chemicals
1225119Z15008SXC10,Unknown,BA15004,AP 0012,0.2,KG,HS106,0.2,KG,FINAL COMPOUND
1225119Z15008SXC10,Final Mixing,BA15004,HS106,0.2,KG,XMS1146,0.194609,KG,MASTER COMPOUND
1225119Z15008SXC10,Final Mixing,BA15004,HS106,0.2,KG,HS106FC,0.005391,KG,SMALL CHEMICAL
1225119Z15008SXC10,Mixing,HS106,XMS1146,0.194609,KG,MS146,0.194609,KG,MASTER COMPOUND
1225119Z15008SXC10,Mixing,XMS1146,MS146,0.194609,KG,MS145,0.157582,KG,MASTER COMPOUND
1225119Z15008SXC10,Mixing,XMS1146,MS146,0.194609,KG,1020N32600,0.021528,KG,Carbon black
1225119Z15008SXC10,Mixing,XMS1146,MS146,0.194609,KG,1053755A00,0.003444,KG,Process oil
1225119Z15008SXC10,Mixing,XMS1146,MS146,0.194609,KG,MS146MC,0.012055,KG,SMALL CHEMICAL
1225119Z15008SXC10,Mixing,MS146,MS145,0.157582,KG,000000001010001500,0.044777,KG,Natural rubber
1225119Z15008SXC10,Mixing,MS146,MS145,0.157582,KG,000000001010002000,0.024111,KG,Natural rubber
1225119Z15008SXC10,Mixing,MS146,MS145,0.157582,KG,1020N32600,0.055111,KG,Carbon black
1225119Z15008SXC10,Mixing,MS146,MS145,0.157582,KG,1053755A00,0.00775,KG,Process oil
1225119Z15008SXC10,Mixing,MS146,MS145,0.157582,KG,MS145MC,0.008611,KG,SMALL CHEMICAL
1225119Z15008SXC10,Mixing,MS145,MS145MC,0.008611,KG,000000001052072700,0.000431,KG,Rubber chemicals
1225119Z15008SXC10,Mixing,MS145,MS145MC,0.008611,KG,000000001053077500,0.002583,KG,Rubber chemicals
1225119Z15008SXC10,Mixing,MS145,MS145MC,0.008611,KG,000000001053035200,0.001722,KG,Rubber chemicals
1225119Z15008SXC10,Mixing,MS146,MS146MC,0.012055,KG,000000001053031200,0.002583,KG,Rubber chemicals
1225119Z15008SXC10,Mixing,MS146,MS146MC,0.012055,KG,000000001055055200,0.005167,KG,Rubber chemicals
1225119Z15008SXC10,Cutting,GT 1905 XPC1,B1-PBLT071,2006.0,MM,CWBHTCP100,1.230079,KG,CALANDARED ROLL
1225119Z15008SXC10,Cutting,GT 1905 XPC1,B1-PBLT071,2006.0,MM,EGSL02,802.4,MM,Steel Belt Edge Strip
1225119Z15008SXC10,Calendering,B1-PBLT071,CWBHTCP100,1.230079,KG,1036S31100,0.694477,KG,Steel tyre cord
1225119Z15008SXC10,Calendering,B1-PBLT071,CWBHTCP100,1.230079,KG,B186,0.535602,KG,FINAL COMPOUND
1225119Z15008SXC10,Final Mixing,CWBHTCP100,B186,0.535602,KG,MB185,0.50774,KG,MASTER COMPOUND
1225119Z15008SXC10,Final Mixing,CWBHTCP100,B186,0.535602,KG,B186FC,0.027862,KG,SMALL CHEMICAL
1225119Z15008SXC10,Mixing,B186,MB185,0.50774,KG,MB184,0.464455,KG,MASTER COMPOUND
1225119Z15008SXC10,Mixing,B186,MB185,0.50774,KG,MB185AMC,0.020103,KG,SMALL CHEMICAL
1225119Z15008SXC10,Mixing,B186,MB185,0.50774,KG,MB185BMC,0.023181,KG,SMALL CHEMICAL
1225119Z15008SXC10,Mixing,MB185,MB184,0.464455,KG,MB183,0.266434,KG,MASTER COMPOUND
1225119Z15008SXC10,Mixing,MB185,MB184,0.464455,KG,000000001011037600,0.055507,KG,Synethic rubber
1225119Z15008SXC10,Mixing,MB185,MB184,0.464455,KG,000000001055718600,0.105463,KG,Tube Valves &Acce.
1225119Z15008SXC10,Mixing,MB185,MB184,0.464455,KG,000000001053075500,0.005551,KG,Process oil
1225119Z15008SXC10,Mixing,MB185,MB184,0.464455,KG,MB184MC,0.0315,KG,SMALL CHEMICAL
1225119Z15008SXC10,Mixing,MB184,MB183,0.266434,KG,1010011A00,0.076322,KG,Natural rubber
1225119Z15008SXC10,Mixing,MB184,MB183,0.266434,KG,1010003L00,0.087424,KG,Natural rubber
1225119Z15008SXC10,Mixing,MB184,MB183,0.266434,KG,1010020A00,0.058282,KG,Natural rubber
1225119Z15008SXC10,Mixing,MB184,MB183,0.266434,KG,000000001055718600,0.044406,KG,Tube Valves &Acce.
1225119Z15008SXC10,Mixing,MB184,MB184MC,0.0315,KG,000000001055014700,0.02359,KG,Rubber chemicals
1225119Z15008SXC10,Mixing,MB184,MB184MC,0.0315,KG,000000001053035200,0.004163,KG,Rubber chemicals
1225119Z15008SXC10,Mixing,MB184,MB184MC,0.0315,KG,000000001053056600,0.001665,KG,Rubber chemicals
1225119Z15008SXC10,Mixing,MB184,MB184MC,0.0315,KG,1053122A00,0.002082,KG,Rubber chemicals
1225119Z15008SXC10,Mixing,MB185,MB185AMC,0.020103,KG,000000001055718600,0.002773,KG,Tube Valves &Acce.
1225119Z15008SXC10,Mixing,MB185,MB185AMC,0.020103,KG,000000001052062600,0.004159,KG,Rubber chemicals
1225119Z15008SXC10,Mixing,MB185,MB185AMC,0.020103,KG,000000001052072700,0.004159,KG,Rubber chemicals
1225119Z15008SXC10,Mixing,MB185,MB185AMC,0.020103,KG,000000001054042600,0.006932,KG,Rubber chemicals
1225119Z15008SXC10,Mixing,MB185,MB185BMC,0.023181,KG,000000001054097200,0.000998,KG,Rubber chemicals
1225119Z15008SXC10,Final Mixing,B186,B186FC,0.027862,KG,000000001051020000,0.00444,KG,Rubber chemicals
1225119Z15008SXC10,Final Mixing,B186,B186FC,0.027862,KG,000000001054130400,0.010684,KG,Rubber chemicals
1225119Z15008SXC10,Slitting,B1-PBLT071,EGSL02,2006.0,MM,EG02,2006.0,MM,Steel Belt Edge Strip
1225119Z15008SXC10,Calendering,EGSL02,EG02,2006.0,MM,B1144,0.71213,KG,FINAL COMPOUND
1225119Z15008SXC10,Final Mixing,EG02,B1144,0.71213,KG,B186,0.71213,KG,FINAL COMPOUND
1225119Z15008SXC10,Cutting,GT 1905 XPC1,B2-PBLT071,2014.0,MM,CWBHTCP100,1.230079,KG,CALANDARED ROLL
1225119Z15008SXC10,Cutting,GT 1905 XPC1,B2-PBLT071,2014.0,MM,EGSL02,805.6,MM,Steel Belt Edge Strip
1225119Z15008SXC10,Extrusion,GT 1905 XPC1,TRD 1905 XPC1,1.0,NOS,T6730,2.109,KG,FINAL COMPOUND
1225119Z15008SXC10,Extrusion,GT 1905 XPC1,TRD 1905 XPC1,1.0,NOS,T6730,0.923,KG,FINAL COMPOUND
1225119Z15008SXC10,Extrusion,GT 1905 XPC1,TRD 1905 XPC1,1.0,NOS,T15,0.599,KG,FINAL COMPOUND
1225119Z15008SXC10,Extrusion,GT 1905 XPC1,TRD 1905 XPC1,1.0,NOS,B715,0.351,KG,FINAL COMPOUND
1225119Z15008SXC10,Extrusion,GT 1905 XPC1,TRD 1905 XPC1,1.0,NOS,T435M,0.269,KG,FINAL COMPOUND
1225119Z15008SXC10,Final Mixing,TRD 1905 XPC1,T6730,2.109,KG,MT375,2.071749,KG,MASTER COMPOUND
1225119Z15008SXC10,Final Mixing,TRD 1905 XPC1,T6730,2.109,KG,T6730FC,0.037251,KG,SMALL CHEMICAL
1225119Z15008SXC10,Final Mixing,TRD 1905 XPC1,T6730,2.109,KG,000000WA,,KG,Work Away
1225119Z15008SXC10,Mixing,T6730,MT375,2.071749,KG,MT374,1.796196,KG,MASTER COMPOUND
1225119Z15008SXC10,Mixing,T6730,MT375,2.071749,KG,1020N33900,0.204113,KG,Carbon black
1225119Z15008SXC10,Mixing,T6730,MT375,2.071749,KG,1053755A00,0.061234,KG,Process oil
1225119Z15008SXC10,Mixing,T6730,MT375,2.071749,KG,MT375MC,0.010206,KG,SMALL CHEMICAL
1225119Z15008SXC10,Mixing,MT375,MT374,1.796196,KG,000000001011037600,0.153085,KG,Synethic rubber
1225119Z15008SXC10,Mixing,MT375,MT374,1.796196,KG,000000001012099800,0.020411,KG,Natural rubber
1225119Z15008SXC10,Mixing,MT375,MT374,1.796196,KG,1020N33900,0.530694,KG,Carbon black
1225119Z15008SXC10,Mixing,MT375,MT374,1.796196,KG,1053755A00,0.153085,KG,Process oil
1225119Z15008SXC10,Mixing,MT375,MT374,1.796196,KG,MT374MC,0.07144,KG,SMALL CHEMICAL
1225119Z15008SXC10,Mixing,MT374,MT374MC,0.07144,KG,000000001052072700,0.020411,KG,Rubber chemicals
1225119Z15008SXC10,Mixing,MT375,MT375MC,0.010206,KG,000000001053077500,0.010206,KG,Rubber chemicals
1225119Z15008SXC10,Final Mixing,T6730,T6730FC,0.037251,KG,000000001051032700,0.012247,KG,Rubber chemicals
1225119Z15008SXC10,Final Mixing,T6730,T6730FC,0.037251,KG,000000001051014600,0.003062,KG,Rubber chemicals
1225119Z15008SXC10,Final Mixing,TRD 1905 XPC1,T15,0.599,KG,XMT507,0.576729,KG,MASTER COMPOUND
1225119Z15008SXC10,Final Mixing,TRD 1905 XPC1,T15,0.599,KG,T15FC,0.022271,KG,SMALL CHEMICAL
1225119Z15008SXC10,Mixing,T15,XMT507,0.576729,KG,MT507,0.576729,KG,MASTER COMPOUND
1225119Z15008SXC10,Mixing,XMT507,MT507,0.576729,KG,1010003L00,0.298437,KG,Natural rubber
