Super_parent,Equipment,grand_parent,Parent,Parent_qty,Parent_unit,child,child_quantity,child_Unit,child_description
1325222417099HURL0,Calendering,CAR 2237 ROYL,IL018,1332.0,MM,IL3,1.050948,KG,FINAL COMPOUND
1325222417099HURL0,Calendering,CAR 2237 ROYL,IL018,1332.0,MM,B355,0.2664,KG,FINAL COMPOUND
1325222417099HURL0,Final Mixing,IL018,IL3,1.050948,KG,ML405,1.042306,KG,MASTER COMPOUND
1325222417099HURL0,Final Mixing,IL018,IL3,1.050948,KG,IL3FC,0.008642,KG,SMALL CHEMICAL
1325222417099HURL0,Final Mixing,IL018,IL3,1.050948,KG,000000WA,,KG,Work Away
1325222417099HURL0,Mixing,IL3,ML405,1.042306,KG,000000001010002000,0.166193,KG,Natural rubber
1325222417099HURL0,Mixing,IL3,ML405,1.042306,KG,000000001011925200,0.387783,KG,Synethic rubber
1325222417099HURL0,Mixing,IL3,ML405,1.042306,KG,1020N66000,0.332386,KG,Carbon black
1325222417099HURL0,Mixing,IL3,ML405,1.042306,KG,1053755A00,0.047088,KG,Process oil
1325222417099HURL0,Mixing,IL3,ML405,1.042306,KG,ML405MC,0.033239,KG,SMALL CHEMICAL
1325222417099HURL0,Mixing,IL3,ML405,1.042306,KG,ML405AMC,0.036839,KG,SMALL CHEMICAL
1325222417099HURL0,Mixing,IL3,ML405,1.042306,KG,ML405BMC,0.038778,KG,SMALL CHEMICAL
1325222417099HURL0,Mixing,ML405,ML405MC,0.033239,KG,000000001055011000,0.033239,KG,Rubber chemicals
1325222417099HURL0,Mixing,ML405,ML405AMC,0.036839,KG,000000001050027200,0.000831,KG,Rubber chemicals
1325222417099HURL0,Mixing,ML405,ML405AMC,0.036839,KG,000000001053077500,0.016619,KG,Rubber chemicals
1325222417099HURL0,Mixing,ML405,ML405BMC,0.038778,KG,000000001055011000,0.022159,KG,Rubber chemicals
1325222417099HURL0,Mixing,ML405,ML405BMC,0.038778,KG,000000001053031200,0.016619,KG,Rubber chemicals
1325222417099HURL0,Final Mixing,IL018,B355,0.2664,KG,XMB356,0.253253,KG,MASTER COMPOUND
1325222417099HURL0,Final Mixing,IL018,B355,0.2664,KG,B355FC,0.013147,KG,SMALL CHEMICAL
1325222417099HURL0,Mixing,B355,XMB356,0.253253,KG,MB357,0.253253,KG,MASTER COMPOUND
1325222417099HURL0,Mixing,XMB356,MB357,0.253253,KG,1060T30M00,0.103836,KG,Synethic rubber
1325222417099HURL0,Mixing,XMB356,MB357,0.253253,KG,1053755A00,0.006108,KG,Process oil
1325222417099HURL0,Mixing,XMB356,MB357,0.253253,KG,MB357MC,0.007406,KG,SMALL CHEMICAL
1325222417099HURL0,Mixing,MB357,MB357MC,0.007406,KG,000000001053077500,0.003054,KG,Rubber chemicals
1325222417099HURL0,Cutting,CAR 2237 ROYL,PBP118,1340.0,MM,EHT1000,2.588998,M,CALANDARED ROLL
1325222417099HURL0,Calendering,PBP118,EHT1000,2.588998,M,000000001034301600,0.23316,KG,Nylon fabric
1325222417099HURL0,Calendering,PBP118,EHT1000,2.588998,M,B350,0.599221,KG,FINAL COMPOUND
1325222417099HURL0,Final Mixing,EHT1000,B350,0.599221,KG,XMB352,0.569021,KG,MASTER COMPOUND
1325222417099HURL0,Final Mixing,EHT1000,B350,0.599221,KG,B350FC,0.030201,KG,SMALL CHEMICAL
1325222417099HURL0,Mixing,B350,XMB352,0.569021,KG,MB352,0.569021,KG,MASTER COMPOUND
1325222417099HURL0,Mixing,XMB352,MB352,0.569021,KG,1060T30M00,0.058609,KG,Synethic rubber
1325222417099HURL0,Mixing,XMB352,MB352,0.569021,KG,1053755A00,0.010343,KG,Process oil
1325222417099HURL0,Mixing,XMB352,MB352,0.569021,KG,MB352MC,0.013963,KG,SMALL CHEMICAL
1325222417099HURL0,Mixing,MB352,MB352MC,0.013963,KG,000000001053077500,0.006895,KG,Rubber chemicals
1325222417099HURL0,Cutting,CAR 2237 ROYL,PBP127,1539.0,MM,EHT1000,2.588998,M,CALANDARED ROLL
1325222417099HURL0,Extrusion,CAR 2237 ROYL,SWRS103,1540.0,MM,JT466,1.18426,KG,FINAL COMPOUND
1325222417099HURL0,Extrusion,CAR 2237 ROYL,SWRS103,1540.0,MM,R158,0.45122,KG,FINAL COMPOUND
1325222417099HURL0,Final Mixing,SWRS103,JT466,1.18426,KG,MT4705,1.16288,KG,MASTER COMPOUND
1325222417099HURL0,Final Mixing,SWRS103,JT466,1.18426,KG,JT466FC,0.02138,KG,SMALL CHEMICAL
1325222417099HURL0,Final Mixing,SWRS103,JT466,1.18426,KG,000000WA,,KG,Work Away
1325222417099HURL0,Mixing,JT466,MT4705,1.16288,KG,1010020A00,0.288914,KG,Natural rubber
1325222417099HURL0,Mixing,JT466,MT4705,1.16288,KG,000000001011137600,0.433372,KG,Synethic rubber
1325222417099HURL0,Mixing,JT466,MT4705,1.16288,KG,1020N66000,0.325029,KG,Carbon black
1325222417099HURL0,Mixing,JT466,MT4705,1.16288,KG,1053755A00,0.028891,KG,Process oil
1325222417099HURL0,Mixing,JT466,MT4705,1.16288,KG,MT4705AMC,0.054171,KG,SMALL CHEMICAL
1325222417099HURL0,Mixing,JT466,MT4705,1.16288,KG,MT4705BMC,0.032503,KG,SMALL CHEMICAL
1325222417099HURL0,Mixing,MT4705,MT4705AMC,0.054171,KG,000000001053056600,0.014446,KG,Rubber chemicals
1325222417099HURL0,Mixing,MT4705,MT4705BMC,0.032503,KG,000000001052072700,0.021669,KG,Rubber chemicals
1325222417099HURL0,Mixing,MT4705,MT4705BMC,0.032503,KG,000000001053751600,0.010834,KG,Rubber chemicals
1325222417099HURL0,Final Mixing,SWRS103,R158,0.45122,KG,MR157,0.436898,KG,MASTER COMPOUND
1325222417099HURL0,Final Mixing,SWRS103,R158,0.45122,KG,R158FC,0.014322,KG,SMALL CHEMICAL
1325222417099HURL0,Mixing,R158,MR157,0.436898,KG,MR156,0.381054,KG,MASTER COMPOUND
1325222417099HURL0,Mixing,R158,MR157,0.436898,KG,1020N33900,0.037229,KG,Carbon black
1325222417099HURL0,Mixing,R158,MR157,0.436898,KG,MR157MC,0.018615,KG,SMALL CHEMICAL
1325222417099HURL0,Mixing,MR157,MR156,0.381054,KG,1010020A00,0.087599,KG,Natural rubber
1325222417099HURL0,Mixing,MR157,MR156,0.381054,KG,000000001011037600,0.131398,KG,Synethic rubber
1325222417099HURL0,Mixing,MR157,MR156,0.381054,KG,1020N33900,0.120448,KG,Carbon black
1325222417099HURL0,Mixing,MR157,MR156,0.381054,KG,1053755A00,0.01752,KG,Process oil
1325222417099HURL0,Mixing,MR157,MR156,0.381054,KG,MR156AMC,0.00657,KG,SMALL CHEMICAL
1325222417099HURL0,Mixing,MR157,MR156,0.381054,KG,MR156BMC,0.01752,KG,SMALL CHEMICAL
1325222417099HURL0,Mixing,MR156,MR156AMC,0.00657,KG,000000001053005400,0.003285,KG,Rubber chemicals
1325222417099HURL0,Mixing,MR156,MR156AMC,0.00657,KG,1053P40000,0.003285,KG,Rubber chemicals
1325222417099HURL0,Mixing,MR156,MR156BMC,0.01752,KG,000000001053077500,0.00657,KG,Rubber chemicals
1325222417099HURL0,Mixing,MR157,MR157MC,0.018615,KG,000000001053035200,0.003285,KG,Rubber chemicals
1325222417099HURL0,Mixing,MR157,MR157MC,0.018615,KG,000000001052062600,0.002847,KG,Rubber chemicals
1325222417099HURL0,Mixing,MR157,MR157MC,0.018615,KG,000000001052072700,0.003723,KG,Rubber chemicals
1325222417099HURL0,Mixing,MR157,MR157MC,0.018615,KG,000000001053031200,0.00438,KG,Rubber chemicals
1325222417099HURL0,Final Mixing,R158,R158FC,0.014322,KG,000000001051020000,0.003942,KG,Rubber chemicals
1325222417099HURL0,Bead,CAR 2237 ROYL,BA17011,1.0,NOS,BW17004,1.0,NOS,Bead Bundle
1325222417099HURL0,Bead,CAR 2237 ROYL,BA17011,1.0,NOS,AP 0018,0.13,KG,Apex
1325222417099HURL0,Bead,CAR 2237 ROYL,BA17011,1.0,NOS,HS108,0.0,KG,FINAL COMPOUND
1325222417099HURL0,Bead,BA17011,BW17004,1.0,NOS,1040S12400,,MT,Bead wire
1325222417099HURL0,Bead,BA17011,BW17004,1.0,NOS,S53,0.04,KG,FINAL COMPOUND
1325222417099HURL0,Final Mixing,BW17004,S53,0.04,KG,MS1066,0.03986,KG,MASTER COMPOUND
1325222417099HURL0,Final Mixing,BW17004,S53,0.04,KG,S53FC,0.00014,KG,SMALL CHEMICAL
1325222417099HURL0,Final Mixing,S53,MS1066,0.03986,KG,MS66,0.039309,KG,MASTER COMPOUND
1325222417099HURL0,Final Mixing,S53,MS1066,0.03986,KG,MS1066FC,0.000551,KG,SMALL CHEMICAL
1325222417099HURL0,Mixing,MS1066,MS66,0.039309,KG,MS65,0.028576,KG,MASTER COMPOUND
1325222417099HURL0,Mixing,MS1066,MS66,0.039309,KG,1020N66000,0.008867,KG,Carbon black
1325222417099HURL0,Mixing,MS1066,MS66,0.039309,KG,1053755A00,0.000933,KG,Process oil
1325222417099HURL0,Mixing,MS1066,MS66,0.039309,KG,MS66MC,0.000933,KG,SMALL CHEMICAL
1325222417099HURL0,Mixing,MS66,MS65,0.028576,KG,1053755A00,0.001011,KG,Process oil
1325222417099HURL0,Mixing,MS66,MS65,0.028576,KG,MS65MC,0.001003,KG,SMALL CHEMICAL
1325222417099HURL0,Mixing,MS65,MS65MC,0.001003,KG,000000001052072700,0.000156,KG,Rubber chemicals
1325222417099HURL0,Mixing,MS65,MS65MC,0.001003,KG,000000001053077500,0.000226,KG,Rubber chemicals
1325222417099HURL0,Mixing,MS66,MS66MC,0.000933,KG,000000001055055200,0.000933,KG,Rubber chemicals
1325222417099HURL0,Cutting,GT 2237 ROYL,B1-PBLT036,2044.0,MM,CPJ1218,0.774002,M,CALANDARED ROLL
1325222417099HURL0,Cutting,GT 2237 ROYL,B1-PBLT036,2044.0,MM,EGSL01,584.0,MM,Steel Belt Edge Strip
1325222417099HURL0,Calendering,B1-PBLT036,CPJ1218,0.774002,M,1036S34500,0.469102,KG,Steel tyre cord
1325222417099HURL0,Calendering,B1-PBLT036,CPJ1218,0.774002,M,B460,0.475843,KG,FINAL COMPOUND
1325222417099HURL0,Final Mixing,CPJ1218,B460,0.475843,KG,MB1232,0.440284,KG,MASTER COMPOUND
1325222417099HURL0,Final Mixing,CPJ1218,B460,0.475843,KG,B460FC,0.035559,KG,SMALL CHEMICAL
1325222417099HURL0,Mixing,B460,MB1232,0.440284,KG,MB231,0.435769,KG,MASTER COMPOUND
1325222417099HURL0,Mixing,B460,MB1232,0.440284,KG,MB1232MC,0.004515,KG,SMALL CHEMICAL
1325222417099HURL0,Mixing,MB1232,MB231,0.435769,KG,MB230,0.310566,KG,MASTER COMPOUND
1325222417099HURL0,Mixing,MB1232,MB231,0.435769,KG,1020N32600,0.102505,KG,Carbon black
1325222417099HURL0,Mixing,MB1232,MB231,0.435769,KG,1053755A00,0.017084,KG,Process oil
1325222417099HURL0,Mixing,MB1232,MB231,0.435769,KG,MB231MC,0.005613,KG,SMALL CHEMICAL
1325222417099HURL0,Mixing,MB231,MB230,0.310566,KG,1010010A00,0.24406,KG,Synethic rubber
1325222417099HURL0,Mixing,MB231,MB230,0.310566,KG,1020N32600,0.048812,KG,Carbon black
1325222417099HURL0,Mixing,MB231,MB230,0.310566,KG,MB230MC,0.017694,KG,SMALL CHEMICAL
1325222417099HURL0,Mixing,MB231,MB231MC,0.005613,KG,000000001054110400,0.003173,KG,Rubber chemicals
1325222417099HURL0,Mixing,MB1232,MB1232MC,0.004515,KG,000000001054042600,0.004515,KG,Rubber chemicals
1325222417099HURL0,Final Mixing,B460,B460FC,0.035559,KG,000000001051020000,0.00183,KG,Rubber chemicals
1325222417099HURL0,Final Mixing,B460,B460FC,0.035559,KG,000000001052072700,0.004881,KG,Rubber chemicals
1325222417099HURL0,Final Mixing,B460,B460FC,0.035559,KG,000000001054130400,0.01623,KG,Rubber chemicals
1325222417099HURL0,Slitting,B1-PBLT036,EGSL01,2044.0,MM,EG01,2044.0,MM,Steel Belt Edge Strip
1325222417099HURL0,Calendering,EGSL01,EG01,2044.0,MM,B127,0.631596,KG,FINAL COMPOUND
1325222417099HURL0,Final Mixing,EG01,B127,0.631596,KG,MB1164,0.597345,KG,MASTER COMPOUND
1325222417099HURL0,Final Mixing,EG01,B127,0.631596,KG,B127FC,0.034251,KG,SMALL CHEMICAL
1325222417099HURL0,Mixing,B127,MB1164,0.597345,KG,MB164,0.597345,KG,MASTER COMPOUND
1325222417099HURL0,Mixing,MB1164,MB164,0.597345,KG,MB163,0.526063,KG,MASTER COMPOUND
1325222417099HURL0,Mixing,MB1164,MB164,0.597345,KG,1020N32600,0.071282,KG,Carbon black
1325222417099HURL0,Mixing,MB164,MB163,0.526063,KG,1010011A00,0.285129,KG,Natural rubber
1325222417099HURL0,Mixing,MB164,MB163,0.526063,KG,000000001011122700,0.071282,KG,Synethic rubber
1325222417099HURL0,Mixing,MB164,MB163,0.526063,KG,1020N32600,0.142564,KG,Carbon black
1325222417099HURL0,Mixing,MB164,MB163,0.526063,KG,MB163MC,0.027087,KG,SMALL CHEMICAL
1325222417099HURL0,Mixing,MB163,MB163MC,0.027087,KG,000000001053077500,0.001782,KG,Rubber chemicals
1325222417099HURL0,Mixing,MB163,MB163MC,0.027087,KG,000000001053082500,0.003564,KG,Rubber chemicals
1325222417099HURL0,Mixing,MB163,MB163MC,0.027087,KG,000000001054097200,0.001782,KG,Rubber chemicals
1325222417099HURL0,Mixing,MB163,MB163MC,0.027087,KG,000000001053056600,0.000891,KG,Rubber chemicals
1325222417099HURL0,Final Mixing,B127,B127FC,0.034251,KG,000000001052072700,0.007128,KG,Rubber chemicals
1325222417099HURL0,Final Mixing,B127,B127FC,0.034251,KG,000000001051020000,0.001604,KG,Rubber chemicals
1325222417099HURL0,Cutting,GT 2237 ROYL,B2-PBLT036,2050.0,MM,CPJ1218,0.774002,M,CALANDARED ROLL
1325222417099HURL0,Extrusion,GT 2237 ROYL,TRD 2237 ROYL,1.0,NOS,PCRT2,4.117,KG,FINAL COMPOUND
1325222417099HURL0,Extrusion,GT 2237 ROYL,TRD 2237 ROYL,1.0,NOS,T15,0.0,KG,FINAL COMPOUND
1325222417099HURL0,Extrusion,GT 2237 ROYL,TRD 2237 ROYL,1.0,NOS,B815,0.0,KG,FINAL COMPOUND
1325222417099HURL0,Extrusion,GT 2237 ROYL,TRD 2237 ROYL,1.0,NOS,T435M,0.0,KG,FINAL COMPOUND
1325222417099HURL0,Final Mixing,TRD 2237 ROYL,PCRT2,4.117,KG,M2PCRT2,4.058981,KG,MASTER COMPOUND
1325222417099HURL0,Final Mixing,TRD 2237 ROYL,PCRT2,4.117,KG,PCRT2FC,0.058019,KG,SMALL CHEMICAL
1325222417099HURL0,Final Mixing,TRD 2237 ROYL,PCRT2,4.117,KG,000000WA,,KG,Work Away
1325222417099HURL0,Mixing,PCRT2,M2PCRT2,4.058981,KG,M1PCRT2,4.058981,KG,MASTER COMPOUND
1325222417099HURL0,Mixing,M2PCRT2,M1PCRT2,4.058981,KG,000000001010002000,0.39335,KG,Natural rubber
1325222417099HURL0,Mixing,M2PCRT2,M1PCRT2,4.058981,KG,000000001011137600,0.491688,KG,Synethic rubber
1325222417099HURL0,Mixing,M2PCRT2,M1PCRT2,4.058981,KG,000000001011173900,1.487454,KG,Synethic rubber
1325222417099HURL0,Mixing,M2PCRT2,M1PCRT2,4.058981,KG,1020N23400,1.337391,KG,Carbon black
1325222417099HURL0,Mixing,M2PCRT2,M1PCRT2,4.058981,KG,1053755A00,0.137673,KG,Process oil
1325222417099HURL0,Mixing,M2PCRT2,M1PCRT2,4.058981,KG,M1PCRT2MC,0.211426,KG,SMALL CHEMICAL
1325222417099HURL0,Mixing,M1PCRT2,M1PCRT2MC,0.211426,KG,000000001052072700,0.029501,KG,Rubber chemicals
1325222417099HURL0,Mixing,M1PCRT2,M1PCRT2MC,0.211426,KG,000000001053032200,0.039335,KG,Rubber chemicals
1325222417099HURL0,Final Mixing,PCRT2,PCRT2FC,0.058019,KG,000000001051014600,0.007867,KG,Rubber chemicals
1325222418104HUX10,TBM  PCR  STAGE1,GT 2268 UX1,CAR 2268 UX1,1.0,NOS,IL018,1410.0,MM,Inner Liner
1325222418104HUX10,TBM  PCR  STAGE1,GT 2268 UX1,CAR 2268 UX1,1.0,NOS,PBP102,1418.0,MM,Ply
1325222418104HUX10,TBM  PCR  STAGE1,GT 2268 UX1,CAR 2268 UX1,1.0,NOS,PBP96,1428.0,MM,Ply
1325222418104HUX10,TBM  PCR  STAGE1,GT 2268 UX1,CAR 2268 UX1,1.0,NOS,SWRS25,1610.0,MM,SideWall
1325222418104HUX10,TBM  PCR  STAGE1,GT 2268 UX1,CAR 2268 UX1,1.0,NOS,BA18004,2.0,NOS,Bead Apex
1325222418104HUX10,Calendering,CAR 2268 UX1,IL018,1410.0,MM,IL3,1.11249,KG,FINAL COMPOUND
1325222418104HUX10,Calendering,CAR 2268 UX1,IL018,1410.0,MM,B355,0.282,KG,FINAL COMPOUND
1325222418104HUX10,Final Mixing,IL018,IL3,1.11249,KG,ML405,1.103342,KG,MASTER COMPOUND
1325222418104HUX10,Final Mixing,IL018,IL3,1.11249,KG,IL3FC,0.009148,KG,SMALL CHEMICAL
1325222418104HUX10,Final Mixing,IL018,IL3,1.11249,KG,000000WA,,KG,Work Away
1325222418104HUX10,Mixing,IL3,ML405,1.103342,KG,000000001010002000,0.175925,KG,Natural rubber
1325222418104HUX10,Mixing,IL3,ML405,1.103342,KG,000000001011925200,0.410491,KG,Synethic rubber
1325222418104HUX10,Mixing,IL3,ML405,1.103342,KG,1020N66000,0.35185,KG,Carbon black
1325222418104HUX10,Mixing,IL3,ML405,1.103342,KG,1053755A00,0.049845,KG,Process oil
1325222418104HUX10,Mixing,IL3,ML405,1.103342,KG,ML405MC,0.035185,KG,SMALL CHEMICAL
1325222418104HUX10,Mixing,IL3,ML405,1.103342,KG,ML405AMC,0.038997,KG,SMALL CHEMICAL
1325222418104HUX10,Mixing,IL3,ML405,1.103342,KG,ML405BMC,0.041049,KG,SMALL CHEMICAL
1325222418104HUX10,Mixing,ML405,ML405MC,0.035185,KG,000000001055011000,0.035185,KG,Rubber chemicals
1325222418104HUX10,Mixing,ML405,ML405AMC,0.038997,KG,000000001050027200,0.00088,KG,Rubber chemicals
1325222418104HUX10,Mixing,ML405,ML405AMC,0.038997,KG,000000001053077500,0.017592,KG,Rubber chemicals
1325222418104HUX10,Mixing,ML405,ML405BMC,0.041049,KG,000000001055011000,0.023457,KG,Rubber chemicals
1325222418104HUX10,Mixing,ML405,ML405BMC,0.041049,KG,000000001053031200,0.017592,KG,Rubber chemicals
1325222418104HUX10,Final Mixing,IL018,B355,0.282,KG,XMB356,0.268083,KG,MASTER COMPOUND
1325222418104HUX10,Final Mixing,IL018,B355,0.282,KG,B355FC,0.013917,KG,SMALL CHEMICAL
1325222418104HUX10,Mixing,B355,XMB356,0.268083,KG,MB357,0.268083,KG,MASTER COMPOUND
1325222418104HUX10,Mixing,XMB356,MB357,0.268083,KG,1060T30M00,0.109916,KG,Synethic rubber
1325222418104HUX10,Mixing,XMB356,MB357,0.268083,KG,1053755A00,0.006466,KG,Process oil
1325222418104HUX10,Mixing,XMB356,MB357,0.268083,KG,MB357MC,0.00784,KG,SMALL CHEMICAL
1325222418104HUX10,Mixing,MB357,MB357MC,0.00784,KG,000000001053077500,0.003233,KG,Rubber chemicals
1325222418104HUX10,Cutting,CAR 2268 UX1,PBP102,1418.0,MM,EHT1000,2.692464,M,CALANDARED ROLL
1325222418104HUX10,Calendering,PBP102,EHT1000,2.692464,M,000000001034301600,0.242478,KG,Nylon fabric
1325222418104HUX10,Calendering,PBP102,EHT1000,2.692464,M,B350,0.623168,KG,FINAL COMPOUND
1325222418104HUX10,Final Mixing,EHT1000,B350,0.623168,KG,XMB352,0.591761,KG,MASTER COMPOUND
1325222418104HUX10,Final Mixing,EHT1000,B350,0.623168,KG,B350FC,0.031408,KG,SMALL CHEMICAL
1325222418104HUX10,Mixing,B350,XMB352,0.591761,KG,MB352,0.591761,KG,MASTER COMPOUND
1325222418104HUX10,Mixing,XMB352,MB352,0.591761,KG,1060T30M00,0.060951,KG,Synethic rubber
1325222418104HUX10,Mixing,XMB352,MB352,0.591761,KG,1053755A00,0.010756,KG,Process oil
1325222418104HUX10,Mixing,XMB352,MB352,0.591761,KG,MB352MC,0.014521,KG,SMALL CHEMICAL
1325222418104HUX10,Mixing,MB352,MB352MC,0.014521,KG,000000001053077500,0.007171,KG,Rubber chemicals
1325222418104HUX10,Cutting,CAR 2268 UX1,PBP96,1428.0,MM,EHT1000,2.692464,M,CALANDARED ROLL
1325222418104HUX10,Extrusion,CAR 2268 UX1,SWRS25,1610.0,MM,JT466,1.05294,KG,FINAL COMPOUND
1325222418104HUX10,Extrusion,CAR 2268 UX1,SWRS25,1610.0,MM,R158,0.36708,KG,FINAL COMPOUND
1325222418104HUX10,Final Mixing,SWRS25,JT466,1.05294,KG,MT4705,1.033931,KG,MASTER COMPOUND
1325222418104HUX10,Final Mixing,SWRS25,JT466,1.05294,KG,JT466FC,0.019009,KG,SMALL CHEMICAL
1325222418104HUX10,Final Mixing,SWRS25,JT466,1.05294,KG,000000WA,,KG,Work Away
1325222418104HUX10,Mixing,JT466,MT4705,1.033931,KG,1010020A00,0.256877,KG,Natural rubber
1325222418104HUX10,Mixing,JT466,MT4705,1.033931,KG,000000001011137600,0.385316,KG,Synethic rubber
1325222418104HUX10,Mixing,JT466,MT4705,1.033931,KG,1020N66000,0.288987,KG,Carbon black
1325222418104HUX10,Mixing,JT466,MT4705,1.033931,KG,1053755A00,0.025688,KG,Process oil
1325222418104HUX10,Mixing,JT466,MT4705,1.033931,KG,MT4705AMC,0.048164,KG,SMALL CHEMICAL
1325222418104HUX10,Mixing,JT466,MT4705,1.033931,KG,MT4705BMC,0.028899,KG,SMALL CHEMICAL
1325222418104HUX10,Mixing,MT4705,MT4705AMC,0.048164,KG,000000001053056600,0.012844,KG,Rubber chemicals
1325222418104HUX10,Mixing,MT4705,MT4705BMC,0.028899,KG,000000001052072700,0.019266,KG,Rubber chemicals
1325222418104HUX10,Mixing,MT4705,MT4705BMC,0.028899,KG,000000001053751600,0.009633,KG,Rubber chemicals
1325222418104HUX10,Final Mixing,SWRS25,R158,0.36708,KG,MR157,0.355428,KG,MASTER COMPOUND
1325222418104HUX10,Final Mixing,SWRS25,R158,0.36708,KG,R158FC,0.011652,KG,SMALL CHEMICAL
1325222418104HUX10,Mixing,R158,MR157,0.355428,KG,MR156,0.309998,KG,MASTER COMPOUND
1325222418104HUX10,Mixing,R158,MR157,0.355428,KG,1020N33900,0.030287,KG,Carbon black
1325222418104HUX10,Mixing,R158,MR157,0.355428,KG,MR157MC,0.015144,KG,SMALL CHEMICAL
1325222418104HUX10,Mixing,MR157,MR156,0.309998,KG,1010020A00,0.071264,KG,Natural rubber
1325222418104HUX10,Mixing,MR157,MR156,0.309998,KG,000000001011037600,0.106896,KG,Synethic rubber
1325222418104HUX10,Mixing,MR157,MR156,0.309998,KG,1020N33900,0.097988,KG,Carbon black
1325222418104HUX10,Mixing,MR157,MR156,0.309998,KG,1053755A00,0.014253,KG,Process oil
1325222418104HUX10,Mixing,MR157,MR156,0.309998,KG,MR156AMC,0.005345,KG,SMALL CHEMICAL
1325222418104HUX10,Mixing,MR157,MR156,0.309998,KG,MR156BMC,0.014253,KG,SMALL CHEMICAL
1325222418104HUX10,Mixing,MR156,MR156AMC,0.005345,KG,000000001053005400,0.002672,KG,Rubber chemicals
1325222418104HUX10,Mixing,MR156,MR156AMC,0.005345,KG,1053P40000,0.002672,KG,Rubber chemicals
1325222418104HUX10,Mixing,MR156,MR156BMC,0.014253,KG,000000001053077500,0.005345,KG,Rubber chemicals
1325222418104HUX10,Mixing,MR157,MR157MC,0.015144,KG,000000001053035200,0.002672,KG,Rubber chemicals
1325222418104HUX10,Mixing,MR157,MR157MC,0.015144,KG,000000001052062600,0.002316,KG,Rubber chemicals
1325222418104HUX10,Mixing,MR157,MR157MC,0.015144,KG,000000001052072700,0.003029,KG,Rubber chemicals
1325222418104HUX10,Mixing,MR157,MR157MC,0.015144,KG,000000001053031200,0.003563,KG,Rubber chemicals
1325222418104HUX10,Final Mixing,R158,R158FC,0.011652,KG,000000001051020000,0.003207,KG,Rubber chemicals
1325222418104HUX10,Bead,CAR 2268 UX1,BA18004,1.0,NOS,BW18004,1.0,NOS,Bead Bundle
1325222418104HUX10,Bead,CAR 2268 UX1,BA18004,1.0,NOS,AP 0011,0.202,KG,Apex
1325222418104HUX10,Bead,CAR 2268 UX1,BA18004,1.0,NOS,HS108,0.0,KG,FINAL COMPOUND
1325222418104HUX10,Bead,BA18004,BW18004,1.0,NOS,1040S12400,0.221,KG,Bead wire
1325222418104HUX10,Bead,BA18004,BW18004,1.0,NOS,S53,0.042,KG,FINAL COMPOUND
1325222418104HUX10,Final Mixing,BW18004,S53,0.042,KG,MS1066,0.041853,KG,MASTER COMPOUND
1325222418104HUX10,Final Mixing,BW18004,S53,0.042,KG,S53FC,0.000147,KG,SMALL CHEMICAL
1325222418104HUX10,Final Mixing,S53,MS1066,0.041853,KG,MS66,0.041275,KG,MASTER COMPOUND
1325222418104HUX10,Final Mixing,S53,MS1066,0.041853,KG,MS1066FC,0.000578,KG,SMALL CHEMICAL
1325222418104HUX10,Mixing,MS1066,MS66,0.041275,KG,MS65,0.030005,KG,MASTER COMPOUND
1325222418104HUX10,Mixing,MS1066,MS66,0.041275,KG,1020N66000,0.00931,KG,Carbon black
1325222418104HUX10,Mixing,MS1066,MS66,0.041275,KG,1053755A00,0.00098,KG,Process oil
1325222418104HUX10,Mixing,MS1066,MS66,0.041275,KG,MS66MC,0.00098,KG,SMALL CHEMICAL
1325222418104HUX10,Mixing,MS66,MS65,0.030005,KG,1053755A00,0.001062,KG,Process oil
1325222418104HUX10,Mixing,MS66,MS65,0.030005,KG,MS65MC,0.001054,KG,SMALL CHEMICAL
1325222418104HUX10,Mixing,MS65,MS65MC,0.001054,KG,000000001052072700,0.000163,KG,Rubber chemicals
1325222418104HUX10,Mixing,MS65,MS65MC,0.001054,KG,000000001053077500,0.000237,KG,Rubber chemicals
1325222418104HUX10,Mixing,MS66,MS66MC,0.00098,KG,000000001055055200,0.00098,KG,Rubber chemicals
1325222418104HUX10,Cutting,GT 2268 UX1,B1-PBLT037,2124.0,MM,CPJ1218,0.820879,M,CALANDARED ROLL
1325222418104HUX10,Cutting,GT 2268 UX1,B1-PBLT037,2124.0,MM,EGSL01,606.857143,MM,Steel Belt Edge Strip
1325222418104HUX10,Calendering,B1-PBLT037,CPJ1218,0.820879,M,1036S34500,0.497513,KG,Steel tyre cord
1325222418104HUX10,Calendering,B1-PBLT037,CPJ1218,0.820879,M,B460,0.504662,KG,FINAL COMPOUND
1325222418104HUX10,Final Mixing,CPJ1218,B460,0.504662,KG,MB1232,0.466949,KG,MASTER COMPOUND
1325222418104HUX10,Final Mixing,CPJ1218,B460,0.504662,KG,B460FC,0.037713,KG,SMALL CHEMICAL
1325222418104HUX10,Mixing,B460,MB1232,0.466949,KG,MB231,0.462161,KG,MASTER COMPOUND
1325222418104HUX10,Mixing,B460,MB1232,0.466949,KG,MB1232MC,0.004789,KG,SMALL CHEMICAL
1325222418104HUX10,Mixing,MB1232,MB231,0.462161,KG,MB230,0.329375,KG,MASTER COMPOUND
1325222418104HUX10,Mixing,MB1232,MB231,0.462161,KG,1020N32600,0.108713,KG,Carbon black
1325222418104HUX10,Mixing,MB1232,MB231,0.462161,KG,1053755A00,0.018119,KG,Process oil
